id,type,properties_json
authority-record:doksuri_2023_jinjiang,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""47.2"", ""U_deck_ms"": ""57.62577439468052"", ""case_index"": ""12"", ""category"": ""typhoon"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""A"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""doksuri_2023_jinjiang"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": """", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-doksuri_2023_jinjiang-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""台风杜苏芮登陆福建"", ""note_cn"": ""CMA 2分钟50/1.06"", ""region"": ""中国福建晋江"", ""representative_event"": ""Doksuri 2023-07-28 登陆 50 m/s(2-min), 945 hPa, 登陆福建第二强"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""新华社/中央气象台 news.cn 2023-07/28 c_1129772576"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:doksuri_2023_jinjiang,GitHubEvent,"{""scenario_id"": ""doksuri_2023_jinjiang"", ""source_case_index"": 12, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-doksuri_2023_jinjiang-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-doksuri_2023_jinjiang-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-doksuri_2023_jinjiang-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:doksuri_2023_jinjiang,LegacyResultPointer,"{""case_id"": ""doksuri_2023_jinjiang"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-doksuri_2023_jinjiang-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-doksuri_2023_jinjiang-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-doksuri_2023_jinjiang-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 7, ""case_id"": ""doksuri_2023_jinjiang"", ""grade"": ""A"", ""source_case_index"": 12, ""source_i08_case_id"": ""I08-doksuri_2023_jinjiang-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-doksuri_2023_jinjiang-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-doksuri_2023_jinjiang-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L2"", ""c3_stationary_eligible"": true, ""claim"": ""same_sea"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-doksuri_2023_jinjiang-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-meranti_2016_peak-S20260830,C3WindCase,"{""U10_mps"": 61.1, ""c3_case_id"": ""C3-meranti_2016_peak-S20260830"", ""c3_claim"": ""same_sea"", ""c3_layer"": ""L2"", ""c3_order"": 8, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""A"", ""group"": ""G1_typhoon"", ""gust_mps"": 70.0, ""id"": ""meranti_2016_peak"", ""n"": 8, ""name_cn"": ""2016莫兰蒂峰值"", ""source_case_index"": 14, ""source_i08_case_id"": ""I08-meranti_2016_peak-S20260805"", ""source_name_cn"": ""超强台风莫兰蒂巅峰"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 2.46708}"
authority-record:meranti_2016_peak,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""61.1"", ""U_deck_ms"": ""74.59607659989364"", ""case_index"": ""14"", ""category"": ""typhoon"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""A"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""meranti_2016_peak"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""70.0"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-meranti_2016_peak-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""超强台风莫兰蒂巅峰"", ""note_cn"": ""JMA 10分钟值; 阵风取Basco实测70 m/s (峰值估计更高); 后登陆厦门为登陆福建最强"", ""region"": ""西北太平洋/巴士海峡"", ""representative_event"": ""Meranti 2016-09-13, JMA 10-min 220 km/h, 890 hPa; Itbayat 站实测10-min 180 km/h后损毁, Basco 阵风252 km/h"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""JMA/JTWC/站点实测 via Wikipedia Typhoon Meranti"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:meranti_2016_peak,GitHubEvent,"{""scenario_id"": ""meranti_2016_peak"", ""source_case_index"": 14, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-meranti_2016_peak-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-meranti_2016_peak-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-meranti_2016_peak-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:meranti_2016_peak,LegacyResultPointer,"{""case_id"": ""meranti_2016_peak"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-meranti_2016_peak-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-meranti_2016_peak-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-meranti_2016_peak-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 8, ""case_id"": ""meranti_2016_peak"", ""grade"": ""A"", ""source_case_index"": 14, ""source_i08_case_id"": ""I08-meranti_2016_peak-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-meranti_2016_peak-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-meranti_2016_peak-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L2"", ""c3_stationary_eligible"": true, ""claim"": ""same_sea"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-meranti_2016_peak-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-haiyan_2013_peak-S20260830,C3WindCase,"{""U10_mps"": 63.9, ""c3_case_id"": ""C3-haiyan_2013_peak-S20260830"", ""c3_claim"": ""offsite_envelope"", ""c3_layer"": ""L3"", ""c3_order"": 9, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""A"", ""group"": ""G1_typhoon"", ""gust_mps"": 105.6, ""id"": ""haiyan_2013_peak"", ""n"": 9, ""name_cn"": ""2013海燕峰值"", ""source_case_index"": 13, ""source_i08_case_id"": ""I08-haiyan_2013_peak-S20260805"", ""source_name_cn"": ""超强台风海燕巅峰"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 2.698376}"
authority-record:haiyan_2013_peak,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""63.9"", ""U_deck_ms"": ""78.01455474195095"", ""case_index"": ""13"", ""category"": ""typhoon"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""A"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""haiyan_2013_peak"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""105.6"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-haiyan_2013_peak-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""超强台风海燕巅峰"", ""note_cn"": ""JMA 10分钟值直接采用; 阵风380 km/h为JTWC估计"", ""region"": ""西北太平洋/菲律宾"", ""representative_event"": ""Haiyan 2013-11-07, JMA 10-min 230 km/h, 895 hPa; JTWC 1-min 315 km/h; 登陆Guiuan 305 km/h(1-min)"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""JMA/JTWC via Wikipedia Meteorological history of Typhoon Haiyan"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:haiyan_2013_peak,GitHubEvent,"{""scenario_id"": ""haiyan_2013_peak"", ""source_case_index"": 13, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-haiyan_2013_peak-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-haiyan_2013_peak-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-haiyan_2013_peak-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:haiyan_2013_peak,LegacyResultPointer,"{""case_id"": ""haiyan_2013_peak"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-haiyan_2013_peak-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-haiyan_2013_peak-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-haiyan_2013_peak-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 9, ""case_id"": ""haiyan_2013_peak"", ""grade"": ""A"", ""source_case_index"": 13, ""source_i08_case_id"": ""I08-haiyan_2013_peak-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-haiyan_2013_peak-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-haiyan_2013_peak-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-haiyan_2013_peak-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-mangkhut_2018_peak-S20260830,C3WindCase,"{""U10_mps"": 69.5, ""c3_case_id"": ""C3-mangkhut_2018_peak-S20260830"", ""c3_claim"": ""offsite_envelope"", ""c3_layer"": ""L3"", ""c3_order"": 10, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""A"", ""group"": ""G1_typhoon"", ""gust_mps"": null, ""id"": ""mangkhut_2018_peak"", ""n"": 10, ""name_cn"": ""2018山竹峰值"", ""source_case_index"": 17, ""source_i08_case_id"": ""I08-mangkhut_2018_peak-S20260805"", ""source_name_cn"": ""超强台风山竹巅峰"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 3.192055}"
authority-record:mangkhut_2018_peak,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""69.5"", ""U_deck_ms"": ""84.85151102606558"", ""case_index"": ""17"", ""category"": ""typhoon"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""A"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""mangkhut_2018_peak"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": """", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-mangkhut_2018_peak-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""超强台风山竹巅峰"", ""note_cn"": ""79.2/1.14"", ""region"": ""西北太平洋/华南"", ""representative_event"": ""Mangkhut 2018-09 巅峰 285 km/h(1-min), 后袭吕宋/华南"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""JTWC via Wikipedia"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:mangkhut_2018_peak,GitHubEvent,"{""scenario_id"": ""mangkhut_2018_peak"", ""source_case_index"": 17, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-mangkhut_2018_peak-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-mangkhut_2018_peak-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-mangkhut_2018_peak-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:mangkhut_2018_peak,LegacyResultPointer,"{""case_id"": ""mangkhut_2018_peak"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-mangkhut_2018_peak-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-mangkhut_2018_peak-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-mangkhut_2018_peak-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 10, ""case_id"": ""mangkhut_2018_peak"", ""grade"": ""A"", ""source_case_index"": 17, ""source_i08_case_id"": ""I08-mangkhut_2018_peak-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-mangkhut_2018_peak-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-mangkhut_2018_peak-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-mangkhut_2018_peak-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-tip_1979_peak-S20260830,C3WindCase,"{""U10_mps"": 72.0, ""c3_case_id"": ""C3-tip_1979_peak-S20260830"", ""c3_claim"": ""needs_recheck"", ""c3_layer"": ""L3"", ""c3_order"": 11, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""C"", ""group"": ""G1_typhoon"", ""gust_mps"": null, ""id"": ""tip_1979_peak"", ""n"": 11, ""name_cn"": ""1979台风泰培峰值"", ""source_case_index"": 16, ""source_i08_case_id"": ""I08-tip_1979_peak-S20260805"", ""source_name_cn"": ""超强台风Tip巅峰(最低气压)"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 3.42583}"
authority-record:tip_1979_peak,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""72.0"", ""U_deck_ms"": ""87.90372365290247"", ""case_index"": ""16"", ""category"": ""typhoon"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""C"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""tip_1979_peak"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": """", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-tip_1979_peak-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""超强台风Tip巅峰(最低气压)"", ""note_cn"": ""140 kt=72.0 m/s 10分钟口径"", ""region"": ""西北太平洋"", ""representative_event"": ""Tip 1979-10-12, 870 hPa 全球最低, JMA 10-min 140 kt"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""JMA best track (文献常识级)"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:tip_1979_peak,GitHubEvent,"{""scenario_id"": ""tip_1979_peak"", ""source_case_index"": 16, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-tip_1979_peak-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
